name,email,password,role,zipcode,address,addressDetail
보호소00079,user00079@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 봉은사 106,9층 218호
봉사자00080,user00080@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 개포 68,8층 455호
보호소00081,user00081@test.com,test1234,SHELTER_OWNER,06234,서울특별시 강남구 오금 117,2층 663호
봉사자00082,user00082@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 개포 138,16층 629호
봉사자00083,user00083@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 서초대 32,6층 448호
봉사자00084,user00084@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 반포대 171,3층 634호
보호소00085,user00085@test.com,test1234,SHELTER_OWNER,06234,서울특별시 강남구 가락 90,8층 575호
봉사자00086,user00086@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 삼성 105,6층 606호
봉사자00087,user00087@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 오금 190,19층 271호
관리자00088,user00088@test.com,test1234,ADMIN,34126,대전광역시 유성구 압구정 169,6층 591호
봉사자00089,user00089@test.com,test1234,VOLUNTEER,13487,경기도 성남시 봉은사 7,4층 471호
봉사자00090,user00090@test.com,test1234,VOLUNTEER,13487,경기도 성남시 선릉 190,1층 714호
관리자00091,user00091@test.com,test1234,ADMIN,05855,서울특별시 송파구 백제고분 186,7층 874호
보호소00092,user00092@test.com,test1234,SHELTER_OWNER,48094,부산광역시 해운대구 오금 192,10층 465호
봉사자00093,user00093@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 잠실 22,19층 134호
보호소00094,user00094@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 역삼 7,14층 796호
보호소00095,user00095@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 백제고분 136,4층 766호
봉사자00096,user00096@test.com,test1234,VOLUNTEER,13487,경기도 성남시 양재천 49,16층 189호
보호소00097,user00097@test.com,test1234,SHELTER_OWNER,10401,경기도 고양시 도산대 60,11층 538호
봉사자00098,user00098@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 논현 50,9층 688호
봉사자00099,user00099@test.com,test1234,VOLUNTEER,10401,경기도 고양시 선릉 74,20층 736호
봉사자00100,user00100@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 언주 79,11층 318호
봉사자00101,user00101@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 오금 109,12층 826호
봉사자00102,user00102@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 언주 120,6층 691호
보호소00103,user00103@test.com,test1234,SHELTER_OWNER,34126,대전광역시 유성구 강남대 43,5층 349호
보호소00104,user00104@test.com,test1234,SHELTER_OWNER,06590,서울특별시 서초구 반포대 2,6층 119호
봉사자00105,user00105@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 서초중앙 18,6층 350호
봉사자00106,user00106@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 가락 43,14층 115호
봉사자00107,user00107@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 가락 45,3층 376호
봉사자00108,user00108@test.com,test1234,VOLUNTEER,16827,경기도 용인시 봉은사 163,19층 800호
봉사자00109,user00109@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 가락 16,2층 508호
봉사자00110,user00110@test.com,test1234,VOLUNTEER,16444,경기도 수원시 삼성 72,2층 116호
봉사자00111,user00111@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 서초대 67,11층 888호
관리자00112,user00112@test.com,test1234,ADMIN,16444,경기도 수원시 삼성 54,12층 900호
관리자00113,user00113@test.com,test1234,ADMIN,06234,서울특별시 강남구 개포 54,7층 505호
봉사자00114,user00114@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 삼성 194,6층 378호
봉사자00115,user00115@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 학동 65,17층 268호
보호소00116,user00116@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 백제고분 121,10층 700호
봉사자00117,user00117@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 서초대 168,16층 243호
봉사자00118,user00118@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 언주 12,20층 712호
보호소00119,user00119@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 서초중앙 156,6층 527호
봉사자00120,user00120@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 서초대 108,3층 258호
보호소00121,user00121@test.com,test1234,SHELTER_OWNER,42061,대구광역시 수성구 학동 152,5층 691호
봉사자00122,user00122@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 테헤란 178,2층 200호
관리자00123,user00123@test.com,test1234,ADMIN,05288,서울특별시 강동구 석촌호수 37,10층 405호
봉사자00124,user00124@test.com,test1234,VOLUNTEER,16827,경기도 용인시 양재천 151,6층 561호
봉사자00125,user00125@test.com,test1234,VOLUNTEER,16444,경기도 수원시 학동 199,14층 808호
보호소00126,user00126@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 테헤란 51,14층 416호
봉사자00127,user00127@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 압구정 153,12층 991호
봉사자00128,user00128@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 가락 168,16층 938호
보호소00129,user00129@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 논현 5,19층 829호
봉사자00130,user00130@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 서초중앙 32,8층 650호
보호소00131,user00131@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 반포대 158,19층 543호
봉사자00132,user00132@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 백제고분 130,19층 346호
보호소00133,user00133@test.com,test1234,SHELTER_OWNER,42061,대구광역시 수성구 삼성 21,7층 221호
봉사자00134,user00134@test.com,test1234,VOLUNTEER,16827,경기도 용인시 양재천 6,12층 566호
보호소00135,user00135@test.com,test1234,SHELTER_OWNER,34126,대전광역시 유성구 강남대 136,3층 459호
봉사자00136,user00136@test.com,test1234,VOLUNTEER,16827,경기도 용인시 역삼 49,1층 235호
봉사자00137,user00137@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 봉은사 78,20층 437호
보호소00138,user00138@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 잠실 103,18층 457호
관리자00139,user00139@test.com,test1234,ADMIN,06590,서울특별시 서초구 역삼 139,13층 580호
보호소00140,user00140@test.com,test1234,SHELTER_OWNER,21556,인천광역시 남동구 논현 52,9층 373호
봉사자00141,user00141@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 논현 140,16층 928호
봉사자00142,user00142@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 압구정 1,17층 669호
보호소00143,user00143@test.com,test1234,SHELTER_OWNER,16444,경기도 수원시 학동 42,10층 182호
관리자00144,user00144@test.com,test1234,ADMIN,05855,서울특별시 송파구 강남대 73,15층 613호
봉사자00145,user00145@test.com,test1234,VOLUNTEER,16827,경기도 용인시 역삼 72,2층 618호
봉사자00146,user00146@test.com,test1234,VOLUNTEER,16444,경기도 수원시 테헤란 126,14층 527호
봉사자00147,user00147@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 백제고분 172,1층 883호
봉사자00148,user00148@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 오금 197,16층 321호
보호소00149,user00149@test.com,test1234,SHELTER_OWNER,21556,인천광역시 남동구 언주 138,9층 261호
봉사자00150,user00150@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 석촌호수 83,11층 605호
봉사자00151,user00151@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 개포 82,4층 130호
보호소00152,user00152@test.com,test1234,SHELTER_OWNER,21556,인천광역시 남동구 개포 106,15층 192호
봉사자00153,user00153@test.com,test1234,VOLUNTEER,16827,경기도 용인시 학동 11,17층 370호
보호소00154,user00154@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 영동대 173,17층 590호
봉사자00155,user00155@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 삼성 122,19층 274호
봉사자00156,user00156@test.com,test1234,VOLUNTEER,16444,경기도 수원시 가락 19,16층 953호
보호소00157,user00157@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 서초중앙 170,6층 991호
봉사자00158,user00158@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 반포대 187,13층 523호
봉사자00159,user00159@test.com,test1234,VOLUNTEER,10401,경기도 고양시 논현 173,16층 510호
보호소00160,user00160@test.com,test1234,SHELTER_OWNER,05288,서울특별시 강동구 서초대 187,12층 665호
봉사자00161,user00161@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 서초대 118,12층 188호
봉사자00162,user00162@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 강남대 142,15층 831호
봉사자00163,user00163@test.com,test1234,VOLUNTEER,16444,경기도 수원시 서초대 149,4층 910호
보호소00164,user00164@test.com,test1234,SHELTER_OWNER,10401,경기도 고양시 가락 154,6층 563호
봉사자00165,user00165@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 테헤란 59,17층 275호
봉사자00166,user00166@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 서초대 37,6층 872호
보호소00167,user00167@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 반포대 99,3층 782호
봉사자00168,user00168@test.com,test1234,VOLUNTEER,16827,경기도 용인시 백제고분 71,1층 571호
봉사자00169,user00169@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 백제고분 64,11층 557호
봉사자00170,user00170@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 영동대 172,5층 351호
봉사자00171,user00171@test.com,test1234,VOLUNTEER,13487,경기도 성남시 서초중앙 55,10층 198호
봉사자00172,user00172@test.com,test1234,VOLUNTEER,16827,경기도 용인시 백제고분 120,11층 615호
봉사자00173,user00173@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 석촌호수 46,6층 805호
봉사자00174,user00174@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 가락 68,13층 552호
관리자00175,user00175@test.com,test1234,ADMIN,61937,광주광역시 서구 백제고분 165,18층 547호
봉사자00176,user00176@test.com,test1234,VOLUNTEER,13487,경기도 성남시 삼성 159,4층 315호
봉사자00177,user00177@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 잠실 28,11층 947호
봉사자00178,user00178@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 테헤란 171,4층 526호
봉사자00179,user00179@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 가락 25,9층 763호
보호소00180,user00180@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 압구정 59,7층 830호
봉사자00181,user00181@test.com,test1234,VOLUNTEER,16827,경기도 용인시 서초중앙 138,20층 710호
봉사자00182,user00182@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 봉은사 153,18층 516호
보호소00183,user00183@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 석촌호수 169,17층 534호
봉사자00184,user00184@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 테헤란 113,8층 788호
봉사자00185,user00185@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 역삼 95,18층 373호
봉사자00186,user00186@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 봉은사 107,18층 758호
봉사자00187,user00187@test.com,test1234,VOLUNTEER,21990,인천광역시 연수구 언주 144,2층 997호
보호소00188,user00188@test.com,test1234,SHELTER_OWNER,34126,대전광역시 유성구 도산대 135,15층 460호
봉사자00189,user00189@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 양재천 96,8층 429호
봉사자00190,user00190@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 역삼 49,18층 163호
관리자00191,user00191@test.com,test1234,ADMIN,05855,서울특별시 송파구 양재천 152,16층 114호
봉사자00192,user00192@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 영동대 158,19층 511호
관리자00193,user00193@test.com,test1234,ADMIN,61937,광주광역시 서구 오금 192,8층 610호
봉사자00194,user00194@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 서초중앙 22,17층 598호
보호소00195,user00195@test.com,test1234,SHELTER_OWNER,21990,인천광역시 연수구 선릉 146,1층 796호
봉사자00196,user00196@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 영동대 119,17층 677호
봉사자00197,user00197@test.com,test1234,VOLUNTEER,16444,경기도 수원시 양재천 182,15층 899호
봉사자00198,user00198@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 삼성 75,1층 719호
보호소00199,user00199@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 논현 151,2층 326호
봉사자00200,user00200@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 봉은사 185,15층 752호
봉사자00201,user00201@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 언주 91,12층 703호
봉사자00202,user00202@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 언주 128,16층 996호
봉사자00203,user00203@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 서초대 15,16층 576호
보호소00204,user00204@test.com,test1234,SHELTER_OWNER,06234,서울특별시 강남구 선릉 50,4층 975호
봉사자00205,user00205@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 봉은사 132,20층 638호
봉사자00206,user00206@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 선릉 88,19층 125호
보호소00207,user00207@test.com,test1234,SHELTER_OWNER,05855,서울특별시 송파구 잠실 72,4층 358호
보호소00208,user00208@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 선릉 197,6층 605호
보호소00209,user00209@test.com,test1234,SHELTER_OWNER,21556,인천광역시 남동구 가락 20,10층 188호
관리자00210,user00210@test.com,test1234,ADMIN,06234,서울특별시 강남구 학동 177,10층 774호
보호소00211,user00211@test.com,test1234,SHELTER_OWNER,34126,대전광역시 유성구 서초대 81,6층 425호
봉사자00212,user00212@test.com,test1234,VOLUNTEER,48094,부산광역시 해운대구 압구정 105,2층 331호
봉사자00213,user00213@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 양재천 19,2층 847호
봉사자00214,user00214@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 학동 177,9층 221호
봉사자00215,user00215@test.com,test1234,VOLUNTEER,13487,경기도 성남시 역삼 197,13층 377호
보호소00216,user00216@test.com,test1234,SHELTER_OWNER,48094,부산광역시 해운대구 개포 37,12층 431호
보호소00217,user00217@test.com,test1234,SHELTER_OWNER,13487,경기도 성남시 언주 137,14층 738호
봉사자00218,user00218@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 양재천 81,8층 975호
관리자00219,user00219@test.com,test1234,ADMIN,05855,서울특별시 송파구 선릉 79,8층 792호
봉사자00220,user00220@test.com,test1234,VOLUNTEER,13487,경기도 성남시 잠실 98,12층 898호
봉사자00221,user00221@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 양재천 143,5층 722호
봉사자00222,user00222@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 반포대 153,14층 436호
보호소00223,user00223@test.com,test1234,SHELTER_OWNER,21556,인천광역시 남동구 양재천 163,4층 654호
봉사자00224,user00224@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 강남대 156,1층 268호
봉사자00225,user00225@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 가락 160,13층 610호
봉사자00226,user00226@test.com,test1234,VOLUNTEER,10401,경기도 고양시 테헤란 31,17층 952호
보호소00227,user00227@test.com,test1234,SHELTER_OWNER,34126,대전광역시 유성구 서초대 97,19층 467호
봉사자00228,user00228@test.com,test1234,VOLUNTEER,10401,경기도 고양시 오금 198,2층 810호
봉사자00229,user00229@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 반포대 42,10층 547호
봉사자00230,user00230@test.com,test1234,VOLUNTEER,16444,경기도 수원시 봉은사 29,9층 577호
봉사자00231,user00231@test.com,test1234,VOLUNTEER,16827,경기도 용인시 오금 165,20층 663호
봉사자00232,user00232@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 도산대 178,15층 901호
봉사자00233,user00233@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 도산대 144,6층 437호
봉사자00234,user00234@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 서초중앙 173,5층 181호
관리자00235,user00235@test.com,test1234,ADMIN,21990,인천광역시 연수구 가락 94,6층 385호
봉사자00236,user00236@test.com,test1234,VOLUNTEER,10401,경기도 고양시 선릉 165,15층 311호
관리자00237,user00237@test.com,test1234,ADMIN,21990,인천광역시 연수구 백제고분 38,4층 713호
봉사자00238,user00238@test.com,test1234,VOLUNTEER,10401,경기도 고양시 논현 182,10층 521호
보호소00239,user00239@test.com,test1234,SHELTER_OWNER,06234,서울특별시 강남구 양재천 143,17층 989호
봉사자00240,user00240@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 서초중앙 66,3층 431호
봉사자00241,user00241@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 개포 145,13층 298호
보호소00242,user00242@test.com,test1234,SHELTER_OWNER,06234,서울특별시 강남구 서초대 63,5층 887호
봉사자00243,user00243@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 반포대 142,5층 577호
봉사자00244,user00244@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 가락 3,10층 278호
봉사자00245,user00245@test.com,test1234,VOLUNTEER,34126,대전광역시 유성구 서초중앙 188,14층 539호
봉사자00246,user00246@test.com,test1234,VOLUNTEER,21556,인천광역시 남동구 삼성 187,3층 996호
관리자00247,user00247@test.com,test1234,ADMIN,42061,대구광역시 수성구 서초대 98,18층 898호
봉사자00248,user00248@test.com,test1234,VOLUNTEER,16444,경기도 수원시 백제고분 118,5층 387호
봉사자00249,user00249@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 언주 35,12층 459호
보호소00250,user00250@test.com,test1234,SHELTER_OWNER,48094,부산광역시 해운대구 영동대 47,15층 253호
보호소00251,user00251@test.com,test1234,SHELTER_OWNER,06590,서울특별시 서초구 서초대 111,13층 362호
보호소00252,user00252@test.com,test1234,SHELTER_OWNER,61937,광주광역시 서구 역삼 136,4층 121호
봉사자00253,user00253@test.com,test1234,VOLUNTEER,06234,서울특별시 강남구 봉은사 181,19층 481호
봉사자00254,user00254@test.com,test1234,VOLUNTEER,16444,경기도 수원시 봉은사 56,11층 596호
봉사자00255,user00255@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 테헤란 12,16층 636호
봉사자00256,user00256@test.com,test1234,VOLUNTEER,06590,서울특별시 서초구 선릉 94,14층 104호
봉사자00257,user00257@test.com,test1234,VOLUNTEER,10401,경기도 고양시 개포 71,19층 973호
봉사자00258,user00258@test.com,test1234,VOLUNTEER,16444,경기도 수원시 반포대 167,14층 194호
봉사자00259,user00259@test.com,test1234,VOLUNTEER,05855,서울특별시 송파구 삼성 68,5층 792호
봉사자00260,user00260@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 삼성 115,8층 173호
보호소00261,user00261@test.com,test1234,SHELTER_OWNER,06590,서울특별시 서초구 학동 6,13층 606호
봉사자00262,user00262@test.com,test1234,VOLUNTEER,16444,경기도 수원시 압구정 52,13층 128호
보호소00263,user00263@test.com,test1234,SHELTER_OWNER,06590,서울특별시 서초구 선릉 124,15층 750호
봉사자00264,user00264@test.com,test1234,VOLUNTEER,42061,대구광역시 수성구 잠실 185,10층 655호
봉사자00265,user00265@test.com,test1234,VOLUNTEER,61937,광주광역시 서구 역삼 65,5층 744호
봉사자00266,user00266@test.com,test1234,VOLUNTEER,05288,서울특별시 강동구 영동대 25,16층 818호
